customer_city,customer_state,orders_late,late_orders_respect_total_%,days_diference_mean,diagnosis,delay_days
sao joao de pirabas,PA,2,7.14,8 days 20:27:45.500000,Retraso moderado: problemas recurrentes pero no críticos,8.852609953703704
sao joao da boa vista,SP,2,7.14,3 days 12:59:37.500000,Retraso moderado: problemas recurrentes pero no críticos,3.54140625
sao gotardo,MG,2,7.14,8 days 02:23:05,Retraso moderado: problemas recurrentes pero no críticos,8.099363425925926
sao gabriel da palha,ES,2,7.14,3 days 05:39:16.500000,Retraso moderado: problemas recurrentes pero no críticos,3.235607638888889
sao francisco,MG,2,7.14,4 days 10:34:16.500000,Retraso moderado: problemas recurrentes pero no críticos,4.44046875
sao felix do xingu,PA,2,7.14,27 days 03:18:13,Retrasos severos: rutas largas o problemas logísticos regionales,27.137650462962963
santo amaro,BA,2,7.14,8 days 04:09:33.500000,Retraso moderado: problemas recurrentes pero no críticos,8.173304398148149
barbalha,CE,2,7.14,22 days 00:58:24.500000,Retrasos severos: rutas largas o problemas logísticos regionales,22.040561342592593
santa maria da vitoria,BA,2,7.14,6 days 17:07:37,Retraso moderado: problemas recurrentes pero no críticos,6.713622685185185
santa fe do sul,SP,2,7.14,0 days 18:23:30,Retraso leve: problemas típicos de última hora o reparto urbano,0.7663194444444444
salto de pirapora,SP,2,7.41,1 days 03:18:10,Retraso leve: problemas típicos de última hora o reparto urbano,1.1376157407407408
salinas,MG,2,7.41,0 days 16:50:47.500000,Retraso leve: problemas típicos de última hora o reparto urbano,0.7019386574074075
guarabira,PB,2,7.41,36 days 20:32:18,Retrasos severos: rutas largas o problemas logísticos regionales,36.85576388888889
goitacazes,RJ,2,7.41,4 days 21:18:54.500000,Retraso moderado: problemas recurrentes pero no críticos,4.888130787037037
goianira,GO,2,7.41,10 days 22:50:00.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.951394675925926
rio negro,PR,2,7.41,10 days 03:23:06.500000,Retrasos severos: rutas largas o problemas logísticos regionales,10.141047453703704
barras,PI,2,7.41,4 days 14:03:25.500000,Retraso moderado: problemas recurrentes pero no críticos,4.5857118055555555
barra dos coqueiros,SE,2,7.41,15 days 19:10:15,Retrasos severos: rutas largas o problemas logísticos regionales,15.798784722222223
rio das flores,RJ,2,7.69,11 days 01:49:41,Retrasos severos: rutas largas o problemas logísticos regionales,11.076168981481482
rio bonito,RJ,2,7.69,16 days 03:33:04,Retrasos severos: rutas largas o problemas logísticos regionales,16.147962962962964
cicero dantas,BA,2,7.69,6 days 13:38:15.500000,Retraso moderado: problemas recurrentes pero no críticos,6.568234953703704
cristina,MG,2,7.69,8 days 16:21:22.500000,Retraso moderado: problemas recurrentes pero no críticos,8.681510416666667
rechan,SP,2,7.69,9 days 06:59:27,Retraso moderado: problemas recurrentes pero no críticos,9.291284722222223
rancharia,SP,2,7.69,8 days 18:35:40,Retraso moderado: problemas recurrentes pero no críticos,8.774768518518519
quirinopolis,GO,2,7.69,11 days 08:43:53,Retrasos severos: rutas largas o problemas logísticos regionales,11.36380787037037
queimados,RJ,2,7.69,12 days 15:34:51,Retrasos severos: rutas largas o problemas logísticos regionales,12.649201388888889
promissao,SP,2,7.69,12 days 06:06:08.500000,Retrasos severos: rutas largas o problemas logísticos regionales,12.254265046296297
presidente getulio,SC,2,7.69,2 days 12:42:31.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.52953125
posse,GO,2,7.69,16 days 23:08:33.500000,Retrasos severos: rutas largas o problemas logísticos regionales,16.96427662037037
holambra ii,SP,2,7.69,7 days 13:28:45.500000,Retraso moderado: problemas recurrentes pero no críticos,7.561637731481482
guariba,SP,2,8.0,4 days 06:52:08.500000,Retraso moderado: problemas recurrentes pero no críticos,4.286209490740741
ponta pora,MS,2,8.0,5 days 05:30:26.500000,Retraso moderado: problemas recurrentes pero no críticos,5.2294733796296295
poa,SP,2,8.0,7 days 05:21:48,Retraso moderado: problemas recurrentes pero no críticos,7.223472222222222
placas,PA,2,8.0,17 days 13:04:46,Retrasos severos: rutas largas o problemas logísticos regionales,17.544976851851853
piumhii,MG,2,8.0,4 days 20:08:53.500000,Retraso moderado: problemas recurrentes pero no críticos,4.839508101851852
piuma,ES,2,8.0,3 days 10:08:48,Retraso moderado: problemas recurrentes pero no críticos,3.4227777777777777
bonito,PE,2,8.0,8 days 04:08:21.500000,Retraso moderado: problemas recurrentes pero no críticos,8.172471064814815
bonito,PE,2,8.0,7 days 12:43:02,Retraso moderado: problemas recurrentes pero no críticos,7.529884259259259
bom jardim,RJ,2,8.0,25 days 08:24:19,Retrasos severos: rutas largas o problemas logísticos regionales,25.350219907407407
pinhais,PR,2,8.0,7 days 07:11:32,Retraso moderado: problemas recurrentes pero no críticos,7.299675925925926
picos,PI,2,8.0,15 days 16:28:40.500000,Retrasos severos: rutas largas o problemas logísticos regionales,15.686579861111111
peruibe,SP,2,8.0,10 days 03:33:17,Retrasos severos: rutas largas o problemas logísticos regionales,10.148113425925926
pedreira,SP,2,8.33,4 days 16:34:39.500000,Retraso moderado: problemas recurrentes pero no críticos,4.6907349537037035
pau dos ferros,RN,2,8.33,4 days 06:22:06.500000,Retraso moderado: problemas recurrentes pero no críticos,4.265353009259259
paty do alferes,RJ,2,8.33,21 days 08:34:01.500000,Retrasos severos: rutas largas o problemas logísticos regionales,21.356961805555557
patrocinio,MG,2,8.33,8 days 20:05:26,Retraso moderado: problemas recurrentes pero no críticos,8.83710648148148
catanduva,SP,2,8.33,12 days 18:56:02,Retrasos severos: rutas largas o problemas logísticos regionales,12.788912037037036
castanhal,PA,2,8.33,8 days 00:45:52.500000,Retraso moderado: problemas recurrentes pero no críticos,8.031857638888889
casimiro de abreu,RJ,2,8.33,17 days 17:50:31,Retrasos severos: rutas largas o problemas logísticos regionales,17.74341435185185
igarassu,PE,2,8.33,16 days 07:00:11.500000,Retrasos severos: rutas largas o problemas logísticos regionales,16.29179976851852
igaci,AL,2,8.33,9 days 06:19:17.500000,Retraso moderado: problemas recurrentes pero no críticos,9.263396990740741
icara,SC,2,8.33,1 days 16:44:56,Retraso leve: problemas típicos de última hora o reparto urbano,1.6978703703703704
ibiuna,SP,2,8.33,2 days 22:45:24,Retraso leve: problemas típicos de última hora o reparto urbano,2.9481944444444443
passo de torres,SC,2,8.33,2 days 17:27:01,Retraso leve: problemas típicos de última hora o reparto urbano,2.7270949074074076
pariquera-acu,SP,2,8.33,5 days 20:53:06.500000,Retraso moderado: problemas recurrentes pero no críticos,5.87021412037037
parana,TO,2,8.33,4 days 20:44:17.500000,Retraso moderado: problemas recurrentes pero no críticos,4.864091435185185
paragominas,PA,2,8.33,8 days 06:43:28.500000,Retraso moderado: problemas recurrentes pero no críticos,8.280190972222222
para de minas,MG,2,8.7,2 days 05:31:44,Retraso leve: problemas típicos de última hora o reparto urbano,2.2303703703703706
cabo de santo agostinho,PE,2,8.7,12 days 07:31:28.500000,Retrasos severos: rutas largas o problemas logísticos regionales,12.313524305555555
buritirama,BA,2,8.7,7 days 05:01:12.500000,Retraso moderado: problemas recurrentes pero no críticos,7.209172453703704
buritama,SP,2,8.7,14 days 07:29:06,Retrasos severos: rutas largas o problemas logísticos regionales,14.311875
buerarema,BA,2,8.7,11 days 13:00:16.500000,Retrasos severos: rutas largas o problemas logísticos regionales,11.541857638888889
brumado,BA,2,8.7,2 days 10:34:43.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.44078125
inaciolandia,GO,2,8.7,4 days 23:20:41,Retraso moderado: problemas recurrentes pero no críticos,4.972696759259259
imbituba,SC,2,8.7,5 days 18:36:48.500000,Retraso moderado: problemas recurrentes pero no críticos,5.775561342592592
imaculada,PB,2,8.7,14 days 17:14:39.500000,Retrasos severos: rutas largas o problemas logísticos regionales,14.718512731481482
ilhabela,SP,2,9.09,5 days 00:45:04,Retraso moderado: problemas recurrentes pero no críticos,5.031296296296296
ilha de itamaraca,PE,2,9.09,6 days 19:17:48,Retraso moderado: problemas recurrentes pero no críticos,6.804027777777778
iguatu,CE,2,9.09,10 days 18:22:17,Retrasos severos: rutas largas o problemas logísticos regionales,10.765474537037036
caxias,MA,2,9.09,5 days 06:09:59.500000,Retraso moderado: problemas recurrentes pero no críticos,5.2569386574074075
brejo santo,CE,2,9.09,31 days 15:47:19.500000,Retrasos severos: rutas largas o problemas logísticos regionales,31.657864583333332
palmeira,PR,2,9.09,4 days 04:03:07.500000,Retraso moderado: problemas recurrentes pero no críticos,4.168836805555555
paco do lumiar,MA,2,9.09,1 days 12:06:41,Retraso leve: problemas típicos de última hora o reparto urbano,1.5046412037037038
pacajus,CE,2,9.09,10 days 04:06:50,Retrasos severos: rutas largas o problemas logísticos regionales,10.171412037037037
oliveira,MG,2,9.09,4 days 06:10:13,Retraso moderado: problemas recurrentes pero no críticos,4.257094907407407
olimpia,SP,2,9.09,1 days 04:17:47.500000,Retraso leve: problemas típicos de última hora o reparto urbano,1.1790219907407407
nucleo residencial pilar,BA,2,9.09,3 days 20:50:59.500000,Retraso moderado: problemas recurrentes pero no críticos,3.868744212962963
novo gama,GO,2,9.09,2 days 04:04:24,Retraso leve: problemas típicos de última hora o reparto urbano,2.169722222222222
nova veneza,SC,2,9.09,14 days 16:13:58.500000,Retrasos severos: rutas largas o problemas logísticos regionales,14.676371527777778
inhumas,GO,2,9.09,1 days 04:09:28,Retraso leve: problemas típicos de última hora o reparto urbano,1.1732407407407408
inhambupe,BA,2,9.09,35 days 10:43:01.500000,Retrasos severos: rutas largas o problemas logísticos regionales,35.44654513888889
nova odessa,SP,2,9.09,18 days 10:12:14,Retrasos severos: rutas largas o problemas logísticos regionales,18.425162037037037
nova erechim,SC,2,9.09,6 days 06:48:37,Retraso moderado: problemas recurrentes pero no críticos,6.283761574074074
navegantes,SC,2,9.09,3 days 17:39:47,Retraso moderado: problemas recurrentes pero no críticos,3.735960648148148
natividade,RJ,2,9.52,13 days 17:10:20,Retrasos severos: rutas largas o problemas logísticos regionales,13.715509259259258
caete,MG,2,9.52,14 days 01:11:59.500000,Retrasos severos: rutas largas o problemas logísticos regionales,14.049994212962963
cacule,BA,2,9.52,25 days 06:53:10.500000,Retrasos severos: rutas largas o problemas logísticos regionales,25.28692708333333
cachoeiras de macacu,RJ,2,9.52,13 days 12:12:53.500000,Retrasos severos: rutas largas o problemas logísticos regionales,13.508952546296296
cacapava,SP,2,9.52,2 days 23:59:58.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.999982638888889
cacador,SC,2,9.52,1 days 02:29:44,Retraso leve: problemas típicos de última hora o reparto urbano,1.1039814814814815
muriae,MG,2,9.52,2 days 07:27:32,Retraso leve: problemas típicos de última hora o reparto urbano,2.310787037037037
montenegro,RS,2,9.52,1 days 02:53:32,Retraso leve: problemas típicos de última hora o reparto urbano,1.1205092592592591
monte verde,MG,2,9.52,10 days 13:29:09,Retrasos severos: rutas largas o problemas logísticos regionales,10.561909722222222
mongagua,SP,2,9.52,7 days 14:03:55,Retraso moderado: problemas recurrentes pero no críticos,7.586053240740741
itajuba,MG,2,9.52,3 days 04:53:12.500000,Retraso moderado: problemas recurrentes pero no críticos,3.203616898148148
itaguacu,ES,2,9.52,2 days 01:33:34,Retraso leve: problemas típicos de última hora o reparto urbano,2.064976851851852
itabaiana,SE,2,9.52,13 days 01:56:29.500000,Retrasos severos: rutas largas o problemas logísticos regionales,13.08089699074074
mirassol,SP,2,9.52,7 days 17:13:21.500000,Retraso moderado: problemas recurrentes pero no críticos,7.717609953703704
marituba,PA,2,10.0,10 days 05:55:55,Retrasos severos: rutas largas o problemas logísticos regionales,10.247164351851852
currais novos,RN,2,10.0,72 days 04:22:45,Retrasos severos: rutas largas o problemas logísticos regionales,72.18246527777778
curaca,BA,2,10.0,18 days 06:22:42.500000,Retrasos severos: rutas largas o problemas logísticos regionales,18.265769675925927
campanha,MG,2,10.0,4 days 06:49:43.500000,Retraso moderado: problemas recurrentes pero no críticos,4.28453125
cambuci,RJ,2,10.0,27 days 19:21:45.500000,Retrasos severos: rutas largas o problemas logísticos regionales,27.80677662037037
cambe,PR,2,10.0,1 days 18:45:04,Retraso leve: problemas típicos de última hora o reparto urbano,1.7812962962962964
mariana,MG,2,10.0,2 days 20:50:26.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.8683622685185184
maragogi,AL,2,10.0,9 days 05:43:02.500000,Retraso moderado: problemas recurrentes pero no críticos,9.23822337962963
mandaguari,PR,2,10.0,1 days 18:55:56.500000,Retraso leve: problemas típicos de última hora o reparto urbano,1.7888483796296297
maioba,MA,2,10.0,13 days 18:28:58,Retrasos severos: rutas largas o problemas logísticos regionales,13.77011574074074
machado,MG,2,10.0,0 days 15:30:32.500000,Retraso leve: problemas típicos de última hora o reparto urbano,0.6462094907407407
itambe,BA,2,10.0,12 days 14:23:01.500000,Retrasos severos: rutas largas o problemas logísticos regionales,12.599322916666667
itamaraju,BA,2,10.0,4 days 16:54:51,Retraso moderado: problemas recurrentes pero no críticos,4.704756944444444
dois vizinhos,PR,2,10.0,2 days 21:38:56.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.902042824074074
dois irmaos,RS,2,10.0,5 days 17:06:08,Retraso moderado: problemas recurrentes pero no críticos,5.712592592592593
divinopolis,MG,2,10.0,2 days 16:50:48.500000,Retraso leve: problemas típicos de última hora o reparto urbano,2.7019502314814816
macaubas,BA,2,10.53,8 days 04:56:54,Retraso moderado: problemas recurrentes pero no críticos,8.206180555555555
campos do jordao,SP,2,10.53,5 days 03:38:49.500000,Retraso moderado: problemas recurrentes pero no críticos,5.151961805555556
campo verde,MT,2,10.53,11 days 09:45:48.500000,Retrasos severos: rutas largas o problemas logísticos regionales,11.406811342592592
lauro muller,SC,2,10.53,8 days 13:17:39.500000,Retraso moderado: problemas recurrentes pero no críticos,8.553929398148147
lago da pedra,MA,2,10.53,2 days 13:11:00,Retraso leve: problemas típicos de última hora o reparto urbano,2.5493055555555557
capinzal do norte,MA,2,10.53,78 days 18:53:47,Retrasos severos: rutas largas o problemas logísticos regionales,78.78734953703703
capao do leao,RS,2,10.53,7 days 06:36:22.500000,Retraso moderado: problemas recurrentes pero no críticos,7.275260416666667
cantagalo,RJ,2,10.53,7 days 07:40:17,Retraso moderado: problemas recurrentes pero no críticos,7.3196412037037035
canarana,MT,2,10.53,17 days 19:42:38.500000,Retrasos severos: rutas largas o problemas logísticos regionales,17.821278935185184
canaa dos carajas,PA,2,10.53,34 days 03:56:31.500000,Retrasos severos: rutas largas o problemas logísticos regionales,34.16425347222222
joaquim nabuco,PE,2,10.53,5 days 11:58:22,Retraso moderado: problemas recurrentes pero no críticos,5.498865740740741
joao pinheiro,MG,2,10.53,9 days 23:05:43,Retraso moderado: problemas recurrentes pero no críticos,9.962303240740741
joacaba,SC,2,10.53,6 days 16:08:52,Retraso moderado: problemas recurrentes pero no críticos,6.672824074074074
itapolis,SP,2,10.53,41 days 19:21:32,Retrasos severos: rutas largas o problemas logísticos regionales,41.80662037037037
itapira,SP,2,10.53,31 days 06:16:33,Retrasos severos: rutas largas o problemas logísticos regionales,31.261493055555555
itaocara,RJ,2,10.53,6 days 09:05:51.500000,Retraso moderado: problemas recurrentes pero no críticos,6.379068287037037
itaoca,ES,2,10.53,3 days 23:09:07.500000,Retraso moderado: problemas recurrentes pero no críticos,3.9646701388888888
jau,SP,2,10.53,3 days 18:33:59,Retraso moderado: problemas recurrentes pero no críticos,3.773599537037037
jacobina,BA,2,10.53,18 days 14:49:42,Retrasos severos: rutas largas o problemas logísticos regionales,18.617847222222224
carpina,PE,2,10.53,17 days 04:48:13,Retrasos severos: rutas largas o problemas logísticos regionales,17.200150462962963
aluminio,SP,2,10.53,9 days 08:20:11,Retraso moderado: problemas recurrentes pero no críticos,9.347349537037037
alegre,ES,2,11.11,6 days 07:32:26,Retraso moderado: problemas recurrentes pero no críticos,6.314189814814815
aguas lindas de goias,GO,2,11.11,6 days 04:27:52,Retraso moderado: problemas recurrentes pero no críticos,6.186018518518519
ze doca,MA,2,11.11,17 days 21:08:22.500000,Retrasos severos: rutas largas o problemas logísticos regionales,17.880815972222223
aguas claras,RS,1,5.56,2 days 13:38:54,Retraso leve: problemas típicos de última hora o reparto urbano,2.5686805555555554
aguas de lindoia,SP,1,5.56,21 days 18:06:37,Retrasos severos: rutas largas o problemas logísticos regionales,21.75459490740741
abaete,MG,1,5.56,2 days 13:57:02,Retraso leve: problemas típicos de última hora o reparto urbano,2.5812731481481483
aguai,SP,1,5.56,7 days 20:47:34,Retraso moderado: problemas recurrentes pero no críticos,7.866365740740741
agudos,SP,1,5.56,11 days 19:28:50,Retrasos severos: rutas largas o problemas logísticos regionales,11.811689814814814
esperanca,PB,1,5.56,1 days 16:36:53,Retraso leve: problemas típicos de última hora o reparto urbano,1.6922800925925925
engenheiro coelho,SP,1,5.56,5 days 20:05:24,Retraso moderado: problemas recurrentes pero no críticos,5.837083333333333
eloi mendes,MG,1,5.56,7 days 13:16:37,Retraso moderado: problemas recurrentes pero no críticos,7.553206018518519
elias fausto,SP,1,5.56,20 days 16:37:58,Retrasos severos: rutas largas o problemas logísticos regionales,20.693032407407408
edeia,GO,1,5.56,8 days 17:12:36,Retraso moderado: problemas recurrentes pero no críticos,8.717083333333333
wanderley,BA,1,5.56,3 days 13:05:45,Retraso moderado: problemas recurrentes pero no críticos,3.545659722222222
vila nova,PR,1,5.56,3 days 12:33:12,Retraso moderado: problemas recurrentes pero no críticos,3.5230555555555556
vila dos cabanos,PA,1,5.56,5 days 20:32:22,Retraso moderado: problemas recurrentes pero no críticos,5.855810185185185
vicosa do ceara,CE,1,5.56,5 days 08:59:48,Retraso moderado: problemas recurrentes pero no críticos,5.3748611111111115
abelardo luz,SC,1,5.56,17 days 16:18:34,Retrasos severos: rutas largas o problemas logísticos regionales,17.679560185185185
vermelho novo,MG,1,5.56,6 days 04:03:15,Retraso moderado: problemas recurrentes pero no críticos,6.168923611111111
vere,PR,1,5.56,15 days 20:19:01,Retrasos severos: rutas largas o problemas logísticos regionales,15.846539351851852
valao do barro,RJ,1,5.56,11 days 21:29:56,Retrasos severos: rutas largas o problemas logísticos regionales,11.895787037037037
urutai,GO,1,5.56,0 days 15:06:43,Retraso leve: problemas típicos de última hora o reparto urbano,0.6296643518518519
urussanga,SC,1,5.56,2 days 20:21:02,Retraso leve: problemas típicos de última hora o reparto urbano,2.847939814814815
uruoca,CE,1,5.56,12 days 09:44:01,Retrasos severos: rutas largas o problemas logísticos regionales,12.40556712962963
carvalhopolis,MG,1,5.56,13 days 23:36:40,Retrasos severos: rutas largas o problemas logísticos regionales,13.983796296296296
carmopolis,SE,1,5.56,12 days 23:38:31,Retrasos severos: rutas largas o problemas logísticos regionales,12.98508101851852
carius,CE,1,5.56,15 days 20:51:28,Retrasos severos: rutas largas o problemas logísticos regionales,15.869074074074074
carinhanha,BA,1,5.56,4 days 19:38:39,Retraso moderado: problemas recurrentes pero no críticos,4.818506944444445
cardoso moreira,RJ,1,5.56,1 days 19:07:05,Retraso leve: problemas típicos de última hora o reparto urbano,1.7965856481481481
carapebus,RJ,1,5.56,9 days 14:44:55,Retraso moderado: problemas recurrentes pero no críticos,9.614525462962963
carangola,MG,1,5.56,7 days 00:48:19,Retraso moderado: problemas recurrentes pero no críticos,7.033553240740741
carai,MG,1,5.56,0 days 21:57:00,Retraso leve: problemas típicos de última hora o reparto urbano,0.9145833333333333
capitao leonidas marques,PR,1,5.56,0 days 18:56:43,Retraso leve: problemas típicos de última hora o reparto urbano,0.7893865740740741
vargem grande do soturno,ES,1,5.88,7 days 15:02:57,Retraso moderado: problemas recurrentes pero no críticos,7.627048611111111
xangri-la,RS,1,5.88,24 days 22:09:38,Retrasos severos: rutas largas o problemas logísticos regionales,24.92335648148148
werneck,RJ,1,5.88,18 days 13:38:47,Retrasos severos: rutas largas o problemas logísticos regionales,18.568599537037038
america dourada,BA,1,5.88,14 days 09:16:37,Retrasos severos: rutas largas o problemas logísticos regionales,14.386539351851852
alvorada,TO,1,5.88,4 days 13:05:23.500000,Retraso moderado: problemas recurrentes pero no críticos,4.54541087962963
alvorada,TO,1,5.88,0 days 00:59:25,Retraso leve: problemas típicos de última hora o reparto urbano,0.041261574074074076
alvares florence,SP,1,5.88,0 days 16:32:05,Retraso leve: problemas típicos de última hora o reparto urbano,0.6889467592592593
alto sao joao,PR,1,5.88,33 days 12:28:56,Retrasos severos: rutas largas o problemas logísticos regionales,33.52009259259259
jacareacanga,PA,1,5.88,13 days 12:24:28,Retrasos severos: rutas largas o problemas logísticos regionales,13.516990740740741
jacaraci,BA,1,5.88,16 days 19:18:44,Retrasos severos: rutas largas o problemas logísticos regionales,16.804675925925928
jaboticabal,SP,1,5.88,1 days 12:08:56,Retraso leve: problemas típicos de última hora o reparto urbano,1.5062037037037037
ivoti,RS,1,5.88,0 days 15:12:19,Retraso leve: problemas típicos de última hora o reparto urbano,0.6335532407407407
iuna,ES,1,5.88,0 days 22:36:39,Retraso leve: problemas típicos de última hora o reparto urbano,0.9421180555555555
iturama,MG,1,5.88,5 days 13:59:41,Retraso moderado: problemas recurrentes pero no críticos,5.583113425925926
itumbiara,GO,1,5.88,0 days 18:17:23,Retraso leve: problemas típicos de última hora o reparto urbano,0.7620717592592593
itororo,BA,1,5.88,10 days 15:39:48,Retrasos severos: rutas largas o problemas logísticos regionales,10.65263888888889
itirapina,SP,1,5.88,0 days 15:40:55,Retraso leve: problemas típicos de última hora o reparto urbano,0.6534143518518518
itauba,MT,1,5.88,2 days 20:22:31,Retraso leve: problemas típicos de última hora o reparto urbano,2.8489699074074073
itatiba,SP,1,5.88,6 days 19:16:39,Retraso moderado: problemas recurrentes pero no críticos,6.803229166666667
itatiaiucu,MG,1,5.88,23 days 18:12:45,Retrasos severos: rutas largas o problemas logísticos regionales,23.758854166666666
itariri,SP,1,5.88,1 days 20:34:27,Retraso leve: problemas típicos de última hora o reparto urbano,1.8572569444444444
itarare,SP,1,5.88,3 days 21:58:38,Retraso moderado: problemas recurrentes pero no críticos,3.9157175925925927
itaquirai,MS,1,5.88,7 days 22:08:40,Retraso moderado: problemas recurrentes pero no críticos,7.922685185185185
itaqui,RS,1,5.88,1 days 16:42:42,Retraso leve: problemas típicos de última hora o reparto urbano,1.6963194444444445
jauru,MT,1,5.88,3 days 04:18:47,Retraso moderado: problemas recurrentes pero no críticos,3.179710648148148
jaua,BA,1,5.88,0 days 10:58:07,Retraso leve: problemas típicos de última hora o reparto urbano,0.457025462962963
jatoba,MA,1,5.88,0 days 14:07:51,Retraso leve: problemas típicos de última hora o reparto urbano,0.5887847222222222
jatauba,PE,1,5.88,18 days 12:36:38,Retrasos severos: rutas largas o problemas logísticos regionales,18.525439814814813
japuiba,RJ,1,5.88,7 days 21:13:47,Retraso moderado: problemas recurrentes pero no críticos,7.884571759259259
japi,RN,1,5.88,9 days 01:55:34,Retraso moderado: problemas recurrentes pero no críticos,9.08025462962963
janduis,RN,1,6.25,2 days 21:46:56,Retraso leve: problemas típicos de última hora o reparto urbano,2.9075925925925925
jandaia do sul,PR,1,6.25,15 days 15:04:33,Retrasos severos: rutas largas o problemas logísticos regionales,15.628159722222222
jales,SP,1,6.25,1 days 01:54:24,Retraso leve: problemas típicos de última hora o reparto urbano,1.0794444444444444
jaguariuna,SP,1,6.25,5 days 20:57:27,Retraso moderado: problemas recurrentes pero no críticos,5.8732291666666665
jaguaquara,BA,1,6.25,12 days 20:36:42,Retrasos severos: rutas largas o problemas logísticos regionales,12.858819444444444
jacutinga,MG,1,6.25,1 days 19:11:37,Retraso leve: problemas típicos de última hora o reparto urbano,1.7997337962962963
jacuizinho,RS,1,6.25,4 days 12:07:24,Retraso moderado: problemas recurrentes pero no críticos,4.505138888888889
jacuipe,BA,1,6.25,1 days 10:13:54,Retraso leve: problemas típicos de última hora o reparto urbano,1.4263194444444445
jacigua,ES,1,6.25,7 days 12:54:51,Retraso moderado: problemas recurrentes pero no críticos,7.538090277777778
jaciara,MT,1,6.25,0 days 00:08:44,Retraso leve: problemas típicos de última hora o reparto urbano,0.0060648148148148145
itapui,SP,1,6.25,7 days 18:46:43,Retraso moderado: problemas recurrentes pero no críticos,7.782442129629629
itaporanga d'ajuda,SE,1,6.25,20 days 23:58:47,Retrasos severos: rutas largas o problemas logísticos regionales,20.99915509259259
itaporanga,PB,1,6.25,8 days 11:58:40,Retraso moderado: problemas recurrentes pero no críticos,8.499074074074073
itapipoca,CE,1,6.25,52 days 23:26:34,Retrasos severos: rutas largas o problemas logísticos regionales,52.976782407407406
itapicuru,BA,1,6.25,6 days 18:46:22,Retraso moderado: problemas recurrentes pero no críticos,6.782199074074074
itapeva,SP,1,6.25,4 days 14:42:51,Retraso moderado: problemas recurrentes pero no críticos,4.613090277777777
itaperucu,PR,1,6.25,1 days 14:34:25,Retraso leve: problemas típicos de última hora o reparto urbano,1.6072337962962964
itapemirim,ES,1,6.25,6 days 23:23:33,Retraso moderado: problemas recurrentes pero no críticos,6.9746875
itapema,SC,1,6.25,13 days 15:58:40,Retrasos severos: rutas largas o problemas logísticos regionales,13.665740740740741
itapaje,CE,1,6.25,10 days 12:55:37,Retrasos severos: rutas largas o problemas logísticos regionales,10.538622685185185
itapaci,GO,1,6.25,0 days 00:22:38,Retraso leve: problemas típicos de última hora o reparto urbano,0.015717592592592592
itanhandu,MG,1,6.25,6 days 21:05:53,Retraso moderado: problemas recurrentes pero no críticos,6.879085648148148
ji-parana,RO,1,6.25,1 days 14:03:40,Retraso leve: problemas típicos de última hora o reparto urbano,1.5858796296296296
jesuania,MG,1,6.25,5 days 09:30:02,Retraso moderado: problemas recurrentes pero no críticos,5.395856481481482
jeremoabo,BA,1,6.25,5 days 22:35:34,Retraso moderado: problemas recurrentes pero no críticos,5.941365740740741
jequeri,MG,1,6.25,3 days 22:51:51,Retraso moderado: problemas recurrentes pero no críticos,3.952673611111111
jucas,CE,1,6.25,6 days 16:36:37,Retraso moderado: problemas recurrentes pero no críticos,6.692094907407407
capinzal,SC,1,6.25,5 days 22:52:47,Retraso moderado: problemas recurrentes pero no críticos,5.953321759259259
capelinha,MG,1,6.67,0 days 10:05:41,Retraso leve: problemas típicos de última hora o reparto urbano,0.42061342592592593
capela do alto,SP,1,6.67,14 days 22:38:23,Retrasos severos: rutas largas o problemas logísticos regionales,14.943321759259259
capela,SE,1,6.67,8 days 12:24:42,Retraso moderado: problemas recurrentes pero no críticos,8.517152777777778
capao bonito,SP,1,6.67,4 days 12:03:09,Retraso moderado: problemas recurrentes pero no críticos,4.5021875
canoinhas,SC,1,6.67,13 days 23:57:22,Retrasos severos: rutas largas o problemas logísticos regionales,13.998171296296297
candido mota,SP,1,6.67,1 days 11:48:38,Retraso leve: problemas típicos de última hora o reparto urbano,1.4921064814814815
candido mendes,MA,1,6.67,9 days 11:19:40,Retraso moderado: problemas recurrentes pero no críticos,9.471990740740742
candeias,BA,1,6.67,10 days 12:30:03,Retrasos severos: rutas largas o problemas logísticos regionales,10.520868055555555
cananeia,SP,1,6.67,27 days 21:50:46,Retrasos severos: rutas largas o problemas logísticos regionales,27.91025462962963
joselandia,MA,1,6.67,13 days 19:20:15,Retrasos severos: rutas largas o problemas logísticos regionales,13.805729166666667
joaquim tavora,PR,1,6.67,1 days 20:47:27,Retraso leve: problemas típicos de última hora o reparto urbano,1.8662847222222223
joao monlevade,MG,1,6.67,1 days 21:11:37,Retraso leve: problemas típicos de última hora o reparto urbano,1.8830671296296295
joao alfredo,PE,1,6.67,6 days 14:18:53,Retraso moderado: problemas recurrentes pero no críticos,6.596446759259259
jiquirica,BA,1,6.67,14 days 21:08:30,Retrasos severos: rutas largas o problemas logísticos regionales,14.880902777777777
